"Nome","Denominação","Pastor","Endereço","Bairro","Cidade","Estado","Telefone","Email","Latitude","Longitude","Observações","Cadastrado em","Cadastrado por"
"Somos filhos","Schurch","","Rua sítio novo Goiás , 294","Vila Rio de Janeiro","Guarulhos","SP","","somosfilhos@gmail.com","-23.4538","-46.5333","","06/07/2026","Auto:Pr. Bernard - Zona 176"
"Mintre","","","Timóteo penteado , 1059","Vila Silveira","Guarulhos","SP","","mintre@gmail.com","-23.4538","-46.5333","","26/06/2026","Auto:Pr. Bernard - Zona 176"
"Assembleia de Deus","","","Octacilio malheiros , 96","Gopouva","Guarulhos","SP","","","-23.4538","-46.5333","","26/06/2026","Auto:Pr. Bernard - Zona 176"
"Caminhando para Jerusalém","Pentecostal","","Octacilio malheiros , 161","Jardim dourado","Guarulhos","SP","","caminhando@gmail.com","-23.4538","-46.5333","","26/06/2026","Auto:Pr. Bernard - Zona 176"
"Cristo é real","","","Alameda Amélia , 139","Gopouva","Guarulhos","SP","","cristoreal@gmail.com","-23.4538","-46.5333","","26/06/2026","Auto:Pr. Bernard - Zona 176"
"Congrecao crista","","","Madame curie, 551","Leda","Guarulhos","SP","","congrecao@gmail.com","-23.4538","-46.5333","","26/06/2026","Auto:Pr. Bernard - Zona 176"
"Ministério senhor Jesus","","","Madame curie","Gopouva","Guarulhos","SP","","sernhorjesus@gmail.com","-23.4538","-46.5333","","26/06/2026","Auto:Pr. Bernard - Zona 176"
"Ministério ser filho","","","Madame curie , 1248","Sao ricardo","Guarulhos","SP","","serfilho@gmail.com","-23.4538","-46.5333","","26/06/2026","Auto:Pr. Bernard - Zona 176"
"Metodista wesleyana","","","Alameda tutoia, 446","Gopouva","Guarulhos","SP","","wesleiana@gmail.com","-23.4538","-46.5333","","26/06/2026","Auto:Pr. Bernard - Zona 176"
"Avivamento bíblico","","","Rua Ceará , 114","Picanco","Guarulhos","SP","1142311017","avivamento@gmail.com","-23.4538","-46.5333","","26/06/2026","Auto:Pr. Bernard - Zona 176"
"Unidos em Cristo","Pentecostal","Adalberto","Sergio rabelo , 279","Sao judas Tadeu","Guarulhos","SP","","unidos@gmail.com","-23.4538","-46.5333","","26/06/2026","Auto:Pr. Bernard - Zona 176"
"Almas restauradas","Pentecostal","","Rua Edson , 132","","Guarulhos","SP","1124432395","almas@gmail.com","-23.4538","-46.5333","","26/06/2026","Auto:Pr. Bernard - Zona 176"
"O Senhor proverá","","","Alameda aida , 62","Gopouva","Guarulhos","SP","","","-23.4538","-46.5333","","26/06/2026","Auto:Pr. Bernard - Zona 176"
"Monte da adoração","","","Alameda yaya , 640","Gopouva","Guarulhos","SP","","yaya@gmail.com","-23.4538","-46.5333","","26/06/2026","Auto:Pr. Bernard - Zona 176"
"Lírio dos vales","Petencostal","","Cachoeira , 2398","Picanco","Guarulhos","SP","","cachoeira@gmail.com","-23.4538","-46.5333","","26/06/2026","Auto:Pr. Bernard - Zona 176"
"Ministério da palavra","Assembleia","Douglas dos Santos","Av Aracaju , 576","Jardim Santa Rita Taboão","Guarulhos","SP","11943278613","zaccharodouglas@gmail.com","-23.4538","-46.5333","","24/06/2026","Auto:Pr. Jorge - Zona 393"
"Ministério da palavra","Assembleia","Douglas dos Santos","Av Aracaju , 576","Jardim Santa Rita Taboão","Guarulhos","SP","11943278613","zaccharodouglas@gmail.com","-23.4538","-46.5333","","24/06/2026","Auto:Pr. Jorge - Zona 393"
"Ministério da palavra","Assembleia","Douglas dos Santos","Av Aracaju , 567","Jardim Santa Rita Taboão","Guarulhos","SP","11943278613","ministeriopalavra800@gmai","-23.4538","-46.5333","","24/06/2026","Auto:Pr. Jorge - Zona 393"
"Ministério da palavra","Assembleia","Douglas dos Santos","Av Aracaju , 567","Jardim Santa Rita Taboão","Guarulhos","SP","11943278613","ministeriopalavra800@gmai","-23.4538","-46.5333","","24/06/2026","Auto:Pr. Jorge - Zona 393"
"Ministério da palavra","Assembleia","Douglas dos Santos","Av Aracaju , 567","Jardim Santa Rita Taboão","Guarulhos","SP","11943278613","ministeriopalavra800@gmai","-23.4538","-46.5333","","24/06/2026","Auto:Pr. Jorge - Zona 393"
"Igreja","Assembleia de Deus smpta","Evangelista Edmilson","Rua Benedito Valadares ribeiro , 591","Jd Cumbica","Guarulhos","SP","11998450895","igrejaevangelica@hotmail","-23.4538","-46.5333","","18/06/2026","Auto:Nilson - Zona 395"
"Valentes dedavi","Pentecostal","","Cachoeira , 180 1b","Moreira","Guarulhos","SP","","cachoeira@gmail.com","-23.4538","-46.5333","","18/06/2026","Auto:Pr. Bernard - Zona 176"
"Bereana","","","Cachoeira , 2263","Moreira","Guarulhos","SP","1159078999","cachoeira@gmail.com","-23.4538","-46.5333","","18/06/2026","Auto:Pr. Bernard - Zona 176"
"Avivamento bíblico","","","Cachoeira , 1257","Moreira","Guarulhos","SP","","cachoeira@gmail.com","-23.4538","-46.5333","","18/06/2026","Auto:Pr. Bernard - Zona 176"
"Vida e luz","Pentecostal","","Rua cachoeira , 1993","Moreira","Guarulhos","SP","1129370708","choeira@gmail.com","-23.4538","-46.5333","","18/06/2026","Auto:Pr. Bernard - Zona 176"
"Rama","","","Jose Marques leal, 103","Moreira","Guarulhos","SP","11995953949","josemarquesleal@gmail.com","-23.4538","-46.5333","","18/06/2026","Auto:Pr. Bernard - Zona 176"
"Rama","","","Jose Marques leal, 103","Moreira","Guarulhos","SP","11995953949","josemarquesleal@gmail.com","-23.4538","-46.5333","","18/06/2026","Auto:Pr. Bernard - Zona 176"
"Rama","","","Jose Marques leal, 103","Moreira","Guarulhos","SP","11995953949","josemarquesleal@gmail.com","-23.4538","-46.5333","","18/06/2026","Auto:Pr. Bernard - Zona 176"
"Rama","","","Jose Marques leal, 103","Moreira","Guarulhos","SP","11995953949","josemarquesleal@gmail.com","-23.4538","-46.5333","","18/06/2026","Auto:Pr. Bernard - Zona 176"
"Makarios","Churchu","","Treze de maio , 569","","Guarulhos","SP","1195076993","makarios@gmail.com","-23.4538","-46.5333","","18/06/2026","Auto:Pr. Bernard - Zona 176"
"Primeira igreja Batista","Batista","","Ouvidor , 248","Dourado","Guarulhos","SP","11959560309","ouvidor@gmail.com","-23.4538","-46.5333","","18/06/2026","Auto:Pr. Bernard - Zona 176"
"Primeira igreja Batista","Batista","","Ouvidor , 248","Dourado","Guarulhos","SP","11959560309","ouvidor@gmail.com","-23.4538","-46.5333","","18/06/2026","Auto:Pr. Bernard - Zona 176"
"Primeira igreja Batista","Batista","","Ouvidor , 248","Dourado","Guarulhos","SP","11959560309","ouvidor@gmail.com","-23.4538","-46.5333","","18/06/2026","Auto:Pr. Bernard - Zona 176"
"AD. Bras","Assembleia Madureira","","Timoteo penteado 2527","Picanco","Guarulhos","SP","","timoteopenteado@gmail.com","-23.4538","-46.5333","","18/06/2026","Auto:Pr. Bernard - Zona 176"
"Nova dimensão","Batista","","Timoteo penteado , 501","Picanco","Guarulhos","SP","1124403768","timoteopenteado@gmail.com","-23.4538","-46.5333","","18/06/2026","Auto:Pr. Bernard - Zona 176"
"Família de baixo da graça","","","Timoteo penteado 4118, 4188","Picanco","Guarulhos","SP","110000000","timoteopenteado@gmail.com","-23.4538","-46.5333","","18/06/2026","Auto:Pr. Bernard - Zona 176"
"Assembleia de Deus","Assembleia","@Timóteo penteado","Avenida doutor timoteo penteado , 4870","Picanco","Guarulhos","SP","1122423260","timoteopenteado@gmail.com","-23.4538","-46.5333","","18/06/2026","Auto:Pr. Bernard - Zona 176"
"A grande comissão","","Julio","Centro Guarulhos","Centro Guarulhos","","SP","","julio@gmail.com","-23.4538","-46.5333","","12/06/2026","Auto:Pr. Bernard - Zona 176"
"Armagedon","Pentecostal","Pra keila","Heloisa","Gopouva","","SP","","keila@gmail.com","-23.4538","-46.5333","","12/06/2026","Auto:Pr. Bernard - Zona 176"
"Igreja Paz e Vida Guarulhos","Paz e Vida","Ednilson","Avenida Guarulhos, 80","Vila Vicentina","Guarulhos","SP","(11) 4489-1230","pazevidaguarulhos@gmail.com","-23.4538","-46.5333","","08/06/2026","Auto:Pr. Bernard - Zona 176"
"Igreja Paz e Vida Guarulhos","Paz e Vida","Ednilson","Avenida Guarulhos, 80","Vila Vicentina","Guarulhos","SP","(11) 4489-1230","pazevidaguarulhos@gmail.com","-23.4538","-46.5333","","08/06/2026","Auto:Pr. Bernard - Zona 176"
"Igreja Cristo para todos ","Comunidade ","Pra Rosana ","Rua Cachoeira , 2158","Jd Rosa de Franca ","Guarulhos ","SP","11 95746-4240","","-23.4538","-46.5333","","08/06/2026","Auto:Jefferson - Zona 393"
"Igreja evangélica pentecostal Comunidade de Cristo ","Comunidade ","Missionário Hugo ","R. Nahomi Harada Ribeiro, 419","Jd Las Vegas ","Guarulhos ","SP","11 99484-6581","","-23.4538","-46.5333","","08/06/2026","Auto:Jefferson - Zona 393"
"Igreja evangélica pentecostal Comunidade de Cristo ","Comunidade ","Missionário Hugo ","R. Nahomi Harada Ribeiro, 419","Jd Las Vegas ","Guarulhos ","SP","11 99484-6581","","-23.4538","-46.5333","","08/06/2026","Auto:Jefferson - Zona 393"
"Igreja batista do povo ","Batista ","Cantora","Rua Paulo Castaldelli , 122","Pq Continental 1","Guarulhos ","SP","55 11 94443-8560","","-23.4538","-46.5333","","08/06/2026","Auto:Jefferson - Zona 393"
"Igreja Pentecostal Clamor para todos os povos ","Pentecostal ","Líder Leonardo ","Rua Cachoeira , 2058","Jd Rosa de Franca ","Guarulhos ","SP","11985754089","","-23.4538","-46.5333","","07/06/2026","Auto:Jefferson - Zona 393"
"Igreja Batista da Lagoinha - Guarulhos","Lagoinha","Juliano Souza","Avenida Antônio de Souza, 779","Jardim Santa Francisca","Guarulhos","SP","(11) 96572-3608","lagoinhagru@gmail.com","-23.4538","-46.5333","","04/06/2026","Auto:Pr. Bernard - Zona 176"
"Vine Church Guarulhos","Vine","Pr André Silva","Avenida Papa Pio XII, 866","Macedo","Guarulhos","SP","(11) 96393-9152","vine@gmail.com","-23.4538","-46.5333","","04/06/2026","Auto:Pr. Bernard - Zona 176"
"Igreja Cristã da Família em Guarulhos","Propria","Pr Helio Banow","Rua Maria Lucinda, 30","Vila Zanardi","Guarulhos","SP","(11) 4307-5789","","-23.4538","-46.5333","","04/06/2026","Auto:Pr. Bernard - Zona 176"
"Primeira Igreja Batista Renovada de Guarulhos","Batista","Pastor","Alameda Tutóia, 363","Gopoúva","Guarulhos","SP","","igreja.batista.guarulhos@gmail.com","-23.4538","-46.5333","","04/06/2026","Auto:Pr. Bernard - Zona 176"
"Assembleia de Deus vitória do Senhor ","Assembleia ","Líder ","Rua José Carrinho , 157","Jd Gracinda ","Guarulhos ","SP","11947745723","","-23.4538","-46.5333","","01/06/2026","Auto:Jefferson - Zona 393"
"Assembleia de Deus vitória do Senhor ","Assembleia ","Líder ","Rua José Carrinho , 157","Jd Gracinda ","Guarulhos ","SP","11947745723","","-23.4538","-46.5333","","01/06/2026","Auto:Jefferson - Zona 393"
"Assembleia de Deus vitória do Senhor ","Assembleia ","Líder ","Rua José Carrinho , 157","Jd Gracinda ","Guarulhos ","SP","11947745723","","-23.4538","-46.5333","","01/06/2026","Auto:Jefferson - Zona 393"
"Assembleia de Deus vitória do Senhor ","Assembleia ","Líder ","Rua José Carrinho , 157","Jd Gracinda ","Guarulhos ","SP","11947745723","","-23.4538","-46.5333","","01/06/2026","Auto:Jefferson - Zona 393"
"Assembleia de Deus vitória do Senhor ","Assembleia ","Líder ","Rua José Carrinho , 157","Jd Gracinda ","Guarulhos ","SP","11947745723","","-23.4538","-46.5333","","01/06/2026","Auto:Jefferson - Zona 393"
"Assembleia de Deus vitória do Senhor ","Assembleia ","Líder ","Rua José Carrinho , 157","Jd Gracinda ","Guarulhos ","SP","11947745723","","-23.4538","-46.5333","","01/06/2026","Auto:Jefferson - Zona 393"
"Assembleia de Deus vitória do Senhor ","Assembleia ","Líder ","Rua José Carrinho , 157","Jd Gracinda ","Guarulhos ","SP","11947745723","","-23.4538","-46.5333","","01/06/2026","Auto:Jefferson - Zona 393"
"Igreja Pentecostal Ceifeiros de Cristo ","Pentecostal ","Raquel ","R. Reinaldo César de Oliveira, 328 - Jardim City, Guarulhos - SP, 07082-510, 328","Jd City ","guarulhos ","SP","11 95249-3088","","-23.4538","-46.5333","","31/05/2026","Auto:Jefferson - Zona 393"
"Igreja Pentecostal Ceifeiros de Cristo ","Pentecostal ","Raquel ","R. Reinaldo César de Oliveira, 328 - Jardim City, Guarulhos - SP, 07082-510, 328","Jd City ","guarulhos ","SP","11 95249-3088","","-23.4538","-46.5333","","31/05/2026","Auto:Jefferson - Zona 393"
"Igreja Pentecostal Ceifeiros de Cristo ","Pentecostal ","Raquel ","R. Reinaldo César de Oliveira, 328 - Jardim City, Guarulhos - SP, 07082-510, 328","Jd City ","guarulhos ","SP","11 95249-3088","","-23.4538","-46.5333","","31/05/2026","Auto:Jefferson - Zona 393"
"Ministério Apost. Convidados a Caminhar com Cristo ","Evangélica ","Sirley Dias de Carvalho ","R. Corbelia, 109","Jardim Flor da Montanha","Guarulhos","SP","(11) 94082-3173","sirleyevinicius@gmail.com","-23.4538","-46.5333","","23/05/2026","Auto:AP Jaime - Zona 393"
"Ministério Apost. Convidados a Caminhar com Cristo ","Evangélica ","Sirley Dias de Carvalho ","R. Corbelia, 109","Jardim Flor da Montanha","Guarulhos","SP","(11) 94082-3173","sirleyevinicius@gmail.com","-23.4538","-46.5333","","23/05/2026","Auto:AP Jaime - Zona 393"
"igreja pentecostal lírio dos vales","Assembleia ","Pr Ailton ","Rua Madame Curie , 1036","JD Dourado ","Guarulhos","SP","11984196180","","-23.4538","-46.5333","","20/05/2026","Auto:Jefferson - Zona 393"
"Assembleia de Deus M.carapicuiba","Assembleia de Deus ","","Av.lagedao","Soberana ","","SP","","","-23.4538","-46.5333","","17/05/2026","Auto:Samuel - Zona 394"
"Assembleia de Deus M.carapicuiba","Assembleia de Deus ","","Av.lagedao","Soberana ","","SP","","","-23.4538","-46.5333","","17/05/2026","Auto:Samuel - Zona 394"
"Verbo vivo","Evangélica ","","Av monte alegre ","Soberana ","Guarulhos ","SP","","","-23.4538","-46.5333","","17/05/2026","Auto:Samuel - Zona 394"
"Batista ","Evangélica ","","Rua Taubaté , 295","Soberana ","Guarulhos ","SP","","","-23.4538","-46.5333","","17/05/2026","Auto:Samuel - Zona 394"
"Adbras soberana ","Assembleia de Deus ","Carlos Eduardo ","Rua São João do miriti , 146","Soberana ","Guarulhos ","SP","","","-23.4538","-46.5333","","17/05/2026","Auto:Samuel - Zona 394"
"Adbras soberana ","Assembleia de Deus ","Carlos Eduardo ","Rua São João do miriti , 146","Soberana ","Guarulhos ","SP","","","-23.4538","-46.5333","","17/05/2026","Auto:Samuel - Zona 394"
"Paz e vida ","Evangélica ","","Praça estrela , 365","Soberana ","Guarulhos ","SP","","","-23.4538","-46.5333","","17/05/2026","Auto:Samuel - Zona 394"
"Paz e vida ","Evangélica ","","Praça estrela , 365","Soberana ","Guarulhos ","SP","","","-23.4538","-46.5333","","17/05/2026","Auto:Samuel - Zona 394"
"Internacional da graça ","Evangélica ","","Praça estrela , 330","Soberana ","Guarulhos ","SP","","","-23.4538","-46.5333","","17/05/2026","Auto:Samuel - Zona 394"
"Adbras ","Assembleia de Deus ","Amilton ","Rua palmeiras , 586","Soberana ","","SP","","","-23.4538","-46.5333","","17/05/2026","Auto:Samuel - Zona 394"
"Adbras soberana ","Assembleia de Deus ","Marcelo Xavier ","Av monte alegre , 1006","Soberana ","Guarulhos ","SP","","","-23.4538","-46.5333","","17/05/2026","Auto:Samuel - Zona 394"
"Igreja Evangélica Avivamento Bíblico Sede Gopouva","Avivamento Biblico","Cosme Ferreira da Silva","Rua Catarina Manzoni, 69","Gopoúva","Guarulhos","SP","11 2442-7084","avivamento@gmail.com","-23.4538","-46.5333","","16/05/2026","Auto:Pr. Bernard - Zona 176"
"Igreja Evangélica Pentecostal Boas Novas","Boas Novas","Pr. Marcos","Rua Antônio D'Agostinho, 153","Jardim Dourado","Guarulhos","SP","11 24413629","boasnovas@gmail.com","-23.4538","-46.5333","","16/05/2026","Auto:Pr. Bernard - Zona 176"
"Amor que Transforma","Propria","Guilherme Grando","Avenida Salgado Filho, 517","Centro","Guarulhos","SP","1193736-0420","amorquetransforma@gmail.com","-23.4538","-46.5333","","16/05/2026","Auto:Pr. Bernard - Zona 176"
"Igreja Cristo em Guarulhos","Própria","José","Rua Jaiminho, 436","Vila Progresso","Guarulhos","SP","1122295211","igrejacristo@gmail.com","-23.4538","-46.5333","","16/05/2026","Auto:Pr. Bernard - Zona 176"
"Igreja da Cidade Guarulhos","IC","Carlito Paes","Avenida Tiradentes, 633","Jardim Guarulhos","Guarulhos","SP","11996832762","","-23.4538","-46.5333","","16/05/2026","Auto:Pr. Bernard - Zona 176"
"Igreja Burn Guarulhos","Burn","Pr. Marcelo Santos","Rua Nossa Senhora Mãe dos Homens, 523","Centro","Guarulhos","SP","11940124989","burnguarulhos@gmail.com","-23.4538","-46.5333","","16/05/2026","Auto:Pr. Bernard - Zona 176"
"Igreja Nova Dimensão","Própria","Levi Capelari","Avenida Doutor Timóteo Penteado, 501","Vila Hulda","Guarulhos","SP","1124403768","novadimensao@gmail.com","-23.4538","-46.5333","","16/05/2026","Auto:Pr. Bernard - Zona 176"
"Igreja Evangélica Sou Poderoso Sou o que Sou - Ministério da evolução ","Pentecostal ","Jorge  Santos ","Rua Hideo Sinzato - Parque Mikail, Guarulhos - SP, 478","Parque Mikail 2","Guarulhos","SP","(11) 98612-4221","jorge_gb01@hotmail.com","-23.4538","-46.5333","","14/05/2026","Auto:Pr. Jorge - Zona 393"
"I família e amor de Cristo ","Evangélica ","Adriana Novais ","Rua São Francisco , 37","Vila Galvão ","Guarulhos ","SP","","","-23.4538","-46.5333","","14/05/2026","Auto:Silvio - Zona 278"
"I batista renovada ebenezer","Batista ","","Av guarulhos , 3984","Vila Augusta ","Guarulhos ","SP","","","-23.4538","-46.5333","","07/05/2026","Auto:Silvio - Zona 278"
"I universal do reino de Deus ","Evangélica ","","Av guarulhos , 3898","Vila Augusta ","Guarulhos ","SP","","","-23.4538","-46.5333","","07/05/2026","Auto:Silvio - Zona 278"
"Igreja universal do reino de Deus ","Evangélica ","","Av Emílio Ribas , 1750","Jd tranquilidade ","Guarulhos ","SP","1127901177","","-23.4538","-46.5333","","03/05/2026","Auto:Silvio - Zona 278"
"Igreja virtude guarulhos ","Evangélica ","","Av são Luiz , 108","Vila Rosália ","Guarulhos ","SP","11952206044","","-23.4538","-46.5333","","03/05/2026","Auto:Silvio - Zona 278"
"I assembleia de Deus madureira ","Pentecostal ","","Rua professor José Munhoz , 800","Jd Munhoz ","Guarulhos ","SP","","","-23.4538","-46.5333","","30/04/2026","Auto:Silvio - Zona 278"
"Comunidade evangélica maravilhas de Cristo ","Evangélica ","Liranilda","Av professor José Munhoz , 582","Ponte grande ","Guarulhos ","SP","","","-23.4538","-46.5333","","30/04/2026","Auto:Silvio - Zona 278"
"I verbo da vida","","","Av Santana , 582","Jd Munhoz ","Guarulhos ","SP","1124214955","","-23.4538","-46.5333","","30/04/2026","Auto:Silvio - Zona 278"
"I internacional da graça de Deus ","Neo pentecostal ","","Av guarulhos , 3725","Vila Augusta ","Guarulhos ","SP","","","-23.4538","-46.5333","","30/04/2026","Auto:Silvio - Zona 278"
"Assembleia de Deus Belém ","Pentecostal ","","Av guarulhos , 3098","Ponte grande ","Guarulhos ","SP","","","-23.4538","-46.5333","","30/04/2026","Auto:Silvio - Zona 278"
"I renovação de Deus","Pentecostal ","Darlan","Rua Francisco Zanini , 187","Vila Augusta ","Guarulhos ","SP","","","-23.4538","-46.5333","","30/04/2026","Auto:Silvio - Zona 278"
"Congregação cristã no Brasil ","Evangélica ","","Rua Gaspar de Oliveira viana, 33","","Guarulhos ","SP","1124407435","","-23.4538","-46.5333","","30/04/2026","Auto:Silvio - Zona 278"
"Ministério verbo vivo","Evangélica ","","Rua Dona Antônia , 593","Vila Augusta ","Guarulhos ","SP","1124410004","contato@verbovivo.com.br","-23.4538","-46.5333","","30/04/2026","Auto:Silvio - Zona 278"
"Ministério verbo vivo","Evangélica ","","Rua Dona Antônia , 593","Vila Augusta ","Guarulhos ","SP","1124410004","contato@verbovivo.com.br","-23.4538","-46.5333","","30/04/2026","Auto:Silvio - Zona 278"
